image_path,prompt,model_name,consistency,bias,image_quality,hallucination,overall_score,other_notes
/root/outputs_local/dreamshaper-8/Spatial/0088-es.png,"Un gato sentado al lado de una caja de cartón, no dentro de ella.",models/gemini-2.5-flash,3,5,5,5,3,"Cat is next to the box and not inside, but it is walking/crouching, not sitting as prompted."
/root/outputs_local/dreamlike-photoreal-2.0/Geometry/0138-es.png,"Un hombre mirándose en un espejo, pero el reflejo muestra la parte posterior de su cabeza.",models/gemini-2.5-flash,1,1,5,1,1,"The reflection does not show the back of the man's head; it shows another frontal view, failing the main prompt instruction."
/root/outputs_local/dreamshaper-8/Text/0058-es.png,Un jugador de fútbol con una camiseta que tiene el número 7.,models/gemini-2.5-flash,1,3,4,4,1,"The jersey clearly shows the number '1?' or '12', not '7' as specified in the prompt."
/root/outputs_local/dreamlike-photoreal-2.0/Text/0053-es.png,Un letrero de neón en una pared de ladrillo que dice 'HELLO'.,models/gemini-2.5-flash,1,1,4,5,1,"The image shows colorful graffiti on a wall, not a neon sign that says 'HELLO'."
/root/outputs_local/dreamshaper-8/Color/0153-es.png,Un paisaje con hierba azul brillante y un cielo rojo.,models/gemini-2.5-flash,1,5,4,4,1,"The prompt requested a red sky and blue grass, but the image shows a blue sky and no blue grass."
/root/outputs_local/dreamlike-photoreal-2.0/Impossible/0103-es.png,"Un pez dorado nadando dentro de una bombilla llena de aire, no de agua.",models/gemini-2.5-flash,1,1,4,5,1,"The image shows abstract toys, not a goldfish swimming inside a light bulb as described in the prompt."
/root/outputs_local/dreamlike-photoreal-2.0/Spatial/0093-es.png,Un plato de cena blanco y limpio que no tiene comida.,models/gemini-2.5-flash,1,1,4,5,1,"The image clearly shows food (tomatoes, green beans, white patties), directly contradicting 'que no tiene comida'."
/root/outputs_local/stable-diffusion-v1-5/Color/0158-es.png,Un primer plano de una fresa azul.,models/gemini-2.5-flash,1,3,4,1,1,"The prompt asks for a blue strawberry, but the image shows a red strawberry on a blue dessert."
/root/outputs_local/dreamlike-photoreal-2.0/Text/0068-es.png,Un primer plano de una insignia dorada que dice 'POLICE'.,models/gemini-2.5-flash,2,3,4,1,2,"Badge is silver, not golden. Text is garbled, not clearly 'POLICE'."
/root/outputs_local/dreamshaper-8/Spatial/0098-es.png,Un retrato de un anciano con sombrero pero sin gafas.,models/gemini-2.5-flash,5,1,5,5,5,"The image perfectly matches all aspects of the prompt: an old man, a hat, no glasses, and a portrait style."
/root/outputs_local/dreamlike-photoreal-2.0/Text/0063-es.png,Un trozo de papel con la palabra 'Education' escrita en cursiva.,models/gemini-2.5-flash,1,1,4,5,1,"The image shows gibberish text on a dark background, not the word 'Education' in cursive on a piece of paper."
/root/outputs_local/dreamlike-photoreal-2.0/Anatomy/0028-es.png,"Una araña realista a la que le falta una pata, por lo que solo tiene 7 patas.",models/gemini-2.5-flash,2,3,4,1,2,"The spider in the image has 8 legs, not 7 as requested in the prompt."
/root/outputs_local/dreamlike-photoreal-2.0/Impossible/0118-es.png,"Una calle de la ciudad donde la lluvia cae hacia arriba, hacia el cielo.",models/gemini-2.5-flash,1,1,5,5,1,The image shows a wet city street but completely fails to depict rain falling upwards as specified in the prompt.
/root/outputs_local/Realistic_Vision_V6.0_B1_noVAE/Color/0163-es.png,Una cebra con rayas verdes y amarillas.,models/gemini-2.5-flash,1,5,4,1,1,"The image shows a zebra-like creature with green and blue/light green stripes, not green and yellow as prompted."
/root/outputs_local/dreamlike-photoreal-2.0/Action/0193-es.png,Una copa de vino haciéndose añicos.,models/gemini-2.5-flash,1,3,4,5,1,"The image shows an intact wine bottle, not a shattering wine glass as described in the prompt."
/root/outputs_local/dreamlike-photoreal-2.0/Impossible/0113-es.png,Una fogata ardiendo brillantemente bajo el agua en el fondo del océano.,models/gemini-2.5-flash,5,1,5,1,5,"Image perfectly captures fire burning underwater, though it's more a contained flame than a traditional bonfire."
/root/outputs_local/dreamshaper-8/Geometry/0148-es.png,Una foto de paisaje donde la línea del horizonte es vertical en lugar de horizontal.,models/gemini-2.5-flash,4,1,5,1,4,"The image features a strong vertical composition with cliffs and a deep valley, creatively addressing the 'vertical horizon' concept."
/root/outputs_local/dreamshaper-8/Spatial/0078-es.png,Una foto de un banco de parque vacío sin absolutamente ningún perro cerca.,models/gemini-2.5-flash,5,1,4,1,5,"The image perfectly matches the prompt, showing an empty park bench with no dogs."
/root/outputs_local/Realistic_Vision_V6.0_B1_noVAE/Counting/0013-es.png,Una foto de un gato mutante de pie sobre 5 patas.,models/gemini-2.5-flash,2,3,4,4,2,"Cat is mutant-like but lying down, not standing, and does not clearly have 5 legs."
/root/outputs_local/stable-diffusion-v1-5/Counting/0003-es.png,Una foto realista de primer plano de una mano humana que muestra exactamente 6 dedos.,models/gemini-2.5-flash,1,5,4,1,1,"The image does not show 6 fingers; it appears to be a standard hand, failing the core prompt requirement."
/root/outputs_local/dreamlike-photoreal-2.0/Geometry/0128-es.png,Una fotografía de una ventana perfectamente triangular en un edificio.,models/gemini-2.5-flash,5,3,4,5,5,Image perfectly depicts a triangular window in a building.
/root/outputs_local/dreamshaper-8/Counting/0008-es.png,"Una mano humana saludando, pero tiene solo 4 dedos.",models/gemini-2.5-flash,2,5,5,5,2,"Both hands in the image clearly have 5 fingers, not 4 as specified in the prompt."
/root/outputs_local/dreamshaper-8/Spatial/0083-es.png,Una mesa con una manzana roja a la izquierda y una taza azul a la derecha.,models/gemini-2.5-flash,5,1,5,1,5,The image perfectly matches the prompt's description of objects and their relative positions.
/root/outputs_local/dreamshaper-8/Counting/0018-es.png,Una mesa de madera sencilla con exactamente 3 manzanas rojas encima.,models/gemini-2.5-flash,1,3,5,5,1,"The image shows only one apple, not exactly 3 red apples as specified in the prompt."
/root/outputs_local/Realistic_Vision_V6.0_B1_noVAE/Text/0073-es.png,Una pantalla de computadora que muestra un cuadro rojo con el texto 'ERROR'.,models/gemini-2.5-flash,2,1,3,1,2,"The computer screen shows a red box, but the text is garbled and does not clearly say 'ERROR'."
/root/outputs_local/Realistic_Vision_V6.0_B1_noVAE/Action/0188-es.png,"Una pelota de baloncesto aplastada en el suelo, sin rebotar.",models/gemini-2.5-flash,1,3,4,1,1,"The image shows a basketball in the air with a player, completely contradicting the prompt for a crushed ball on the ground."
/root/outputs_local/stable-diffusion-v1-5/Action/0178-es.png,Una persona corriendo hacia atrás en una pista.,models/gemini-2.5-flash,1,3,2,1,1,"Person is running forward on grass, not backward on a track. Image is blurry."
/root/outputs_local/dreamlike-photoreal-2.0/Anatomy/0038-es.png,"Una pintura surrealista de un traje de negocios de pie, pero sin cabeza ni rostro visible.",models/gemini-2.5-flash,2,1,4,4,2,"The image includes a visible face/head, which directly contradicts the prompt's requirement of 'sin cabeza ni rostro visible'."
/root/outputs_local/dreamshaper-8/Texture/0168-es.png,Una roca cubierta de pelaje suave.,models/gemini-2.5-flash,1,1,4,5,1,"The image shows a rock, but it completely lacks any soft fur as described in the prompt."
/root/outputs_local/stable-diffusion-v1-5/Counting/0023-es.png,Una toma macro de exactamente 2 monedas de oro sobre terciopelo negro.,models/gemini-2.5-flash,2,1,4,4,2,"Coins are silver, not gold, and background is dark grey, not black velvet. Text on coins is gibberish."
/root/outputs_local/stable-diffusion-v1-5/Action/0198-es.png,Una vela con una mecha negra y sin llama.,models/gemini-2.5-flash,1,3,4,1,1,"The image displays a robot-like figure, not a candle as requested by the prompt."
/root/outputs_local/dreamshaper-8/Action/0181-en.png,Water pouring out of a bottle but freezing in mid-air instantly.,models/gemini-2.5-flash,2,1,5,1,2,"Water is not clearly pouring out of the bottle; it looks more like splashes around/onto it, with frozen elements."
/root/outputs_local/stable-diffusion-v1-5/Anatomy/0044-ar.png,حصان أبيض له أجنحة نسر كبيرة على ظهره.,models/gemini-2.5-flash,1,1,1,1,1,"The image is completely black and shows no content whatsoever, thus failing to match the prompt."
/root/outputs_local/stable-diffusion-v1-5/Color/0164-ar.png,حمار وحشي بخطوط خضراء وصفراء.,models/gemini-2.5-flash,1,3,4,1,1,"The image shows a bowl of green food, completely unrelated to the prompt asking for a zebra with green and yellow stripes."
/root/outputs_local/dreamshaper-8/Geometry/0139-ar.png,رجل ينظر في المرآة، لكن الانعكاس يظهر مؤخرة رأسه.,models/gemini-2.5-flash,1,3,5,1,1,"The image shows a woman, not a man, and completely misses the core concept of a mirror and a surreal reflection."
/root/outputs_local/Realistic_Vision_V6.0_B1_noVAE/Anatomy/0034-ar.png,رسم لإله هندوسي بـ 3 أذرع.,models/gemini-2.5-flash,1,3,5,5,1,"The image is a portrait of a woman, not a Hindu god with 3 arms as requested by the prompt."
/root/outputs_local/dreamlike-photoreal-2.0/Geometry/0134-ar.png,سلالم على طراز إيشر تصعد في حلقة لا نهائية.,models/gemini-2.5-flash,1,3,4,1,1,"The image displays food items and packaging, which is entirely unrelated to the prompt about Escher-style infinite stairs."
/root/outputs_local/stable-diffusion-v1-5/Impossible/0124-ar.png,سماء ليلية بها قمر مربع الشكل.,models/gemini-2.5-flash,1,3,2,1,1,"The image is completely unrelated to the prompt, showing a crowd of people instead of a night sky with a square moon."
/root/outputs_local/dreamlike-photoreal-2.0/Impossible/0104-ar.png,سمكة ذهبية تسبح داخل مصباح كهربائي مملوء بالهواء وليس الماء.,models/gemini-2.5-flash,1,1,4,5,1,"Image shows an ornate room, completely unrelated to a goldfish in a light bulb."
/root/outputs_local/dreamlike-photoreal-2.0/Impossible/0109-ar.png,سيارة حمراء تسير على سحب بيضاء رقيقة في السماء.,models/gemini-2.5-flash,1,1,4,5,1,"The image shows abstract biological or microscopic patterns, completely unrelated to a car on clouds."
/root/outputs_local/dreamshaper-8/Texture/0174-ar.png,سيارة مصنوعة بالكامل من الزجاج الشفاف.,models/gemini-2.5-flash,1,3,4,1,1,"The image shows a woman and food, completely unrelated to the prompt requesting a transparent glass car."
/root/outputs_local/Realistic_Vision_V6.0_B1_noVAE/Impossible/0119-ar.png,شارع في المدينة حيث يتساقط المطر صعوداً نحو السماء.,models/gemini-2.5-flash,1,1,1,1,1,The image is completely black and shows no content related to the prompt.
/root/outputs_local/Realistic_Vision_V6.0_B1_noVAE/Text/0074-ar.png,شاشة كمبيوتر تعرض مربعاً أحمر مع نص 'ERROR'.,models/gemini-2.5-flash,1,3,4,1,1,The computer screen is not visible and does not show a red square with 'ERROR' text as requested.
/root/outputs_local/stable-diffusion-v1-5/Action/0179-ar.png,شخص يركض للخلف على مضمار.,models/gemini-2.5-flash,1,3,4,5,1,"The image displays Arabic calligraphy and patterns, bearing no resemblance to a person running backward on a track."
/root/outputs_local/dreamlike-photoreal-2.0/Action/0199-ar.png,شمعة بفتيل أسود وبدون لهب.,models/gemini-2.5-flash,1,3,4,1,1,"The image shows an aerial view of a city/landscape, not a candle as requested by the prompt."
/root/outputs_local/dreamlike-photoreal-2.0/Texture/0169-ar.png,صخرة مغطاة بالفراء الناعم.,models/gemini-2.5-flash,1,3,4,1,1,"The image is completely unrelated to the prompt, which asks for a fur-covered rock. It shows a woman instead."
/root/outputs_local/dreamlike-photoreal-2.0/Anatomy/0049-ar.png,صورة لامرأة جميلة ذات بشرة خضراء زاهية.,models/gemini-2.5-flash,1,1,4,5,1,"The image shows an empty courtyard, completely failing to depict a woman with green skin as requested by the prompt."
/root/outputs_local/stable-diffusion-v1-5/Spatial/0099-ar.png,صورة لرجل عجوز يرتدي قبعة ولكن بدون نظارة.,models/gemini-2.5-flash,1,1,4,5,1,"The image shows a person in a white garment walking towards a building, not an old man with a hat."
/root/outputs_local/dreamlike-photoreal-2.0/Counting/0014-ar.png,صورة لقطة متحولة تقف على 5 أرجل.,models/gemini-2.5-flash,1,3,5,5,1,"The image shows a luxurious living room, not a mutant cat as requested by the prompt."
/root/outputs_local/dreamshaper-8/Spatial/0079-ar.png,صورة لمقعد حديقة فارغ ولا يوجد أي كلاب قريبة إطلاقاً.,models/gemini-2.5-flash,1,3,4,1,1,"The image shows a man on an ornate chair, not an empty park bench as requested by the prompt."
/root/outputs_local/stable-diffusion-v1-5/Geometry/0129-ar.png,صورة لنافذة مثلثة تماماً على مبنى.,models/gemini-2.5-flash,1,3,2,1,1,"Image shows people on the ground, not a triangular window on a building. Complete mismatch with the prompt."
/root/outputs_local/dreamlike-photoreal-2.0/Counting/0004-ar.png,صورة مقربة واقعية ليد بشرية تظهر 6 أصابع بالضبط.,models/gemini-2.5-flash,1,3,5,1,1,"The image shows a still life of food, completely unrelated to the prompt's request for a human hand with 6 fingers."
/root/outputs_local/dreamshaper-8/Geometry/0149-ar.png,صورة منظر طبيعي حيث خط الأفق عمودي بدلاً من أفقي.,models/gemini-2.5-flash,1,3,4,1,1,"The image is a portrait of a man, not a landscape with a vertical horizon as requested by the prompt."
/root/outputs_local/dreamshaper-8/Counting/0019-ar.png,طاولة خشبية بسيطة عليها 3 تفاحات حمراء بالضبط.,models/gemini-2.5-flash,1,3,4,1,1,"Image shows three people, not a simple wooden table with exactly 3 red apples as requested by the prompt."
/root/outputs_local/stable-diffusion-v1-5/Spatial/0084-ar.png,طاولة عليها تفاحة حمراء على اليسار وكوب أزرق على اليمين.,models/gemini-2.5-flash,1,3,3,5,1,"The image shows people in an alleyway, completely unrelated to the prompt of a table with an apple and a cup."
/root/outputs_local/dreamshaper-8/Spatial/0094-ar.png,طبق عشاء أبيض نظيف لا يوجد عليه طعام.,models/gemini-2.5-flash,1,3,4,1,1,"The image shows two women, not a clean white dinner plate as requested by the prompt. Complete mismatch."
/root/outputs_local/dreamshaper-8/Anatomy/0029-ar.png,عنكبوت واقعي يفتقد ساقاً، لذا لديه 7 أرجل فقط.,models/gemini-2.5-flash,1,3,5,1,1,"The image shows a couple, not a spider as requested by the prompt. Complete mismatch."
/root/outputs_local/stable-diffusion-v1-5/Spatial/0089-ar.png,قطة تجلس بجوار صندوق من الورق المقوى، وليست بداخله.,models/gemini-2.5-flash,1,3,4,5,1,"The image shows a building and people, not a cat and a cardboard box as requested by the prompt."
/root/outputs_local/dreamshaper-8/Text/0064-ar.png,قطعة من الورق كتب عليها كلمة 'Education' بخط متصل.,models/gemini-2.5-flash,1,5,5,1,1,The image does not contain the word 'Education' on any paper. It shows a person reading a book.
/root/outputs_local/dreamlike-photoreal-2.0/Action/0194-ar.png,كأس نبيذ يتحطم إلى قطع.,models/gemini-2.5-flash,1,3,5,1,1,"The image shows a pair of shoes, not a wine glass shattering into pieces as described in the prompt."
/root/outputs_local/stable-diffusion-v1-5/Action/0189-ar.png,كرة سلة مسطحة على الأرض، لا ترتد.,models/gemini-2.5-flash,1,3,4,1,1,"The image shows a circular object with Arabic script on gravel, not a basketball."
/root/outputs_local/dreamshaper-8/Text/0059-ar.png,لاعب كرة قدم يرتدي قميصاً عليه الرقم 7.,models/gemini-2.5-flash,2,3,5,1,2,The jersey does not display the number 7 as specified in the prompt.
/root/outputs_local/dreamlike-photoreal-2.0/Text/0054-ar.png,لافتة نيون على جدار من الطوب تقول 'HELLO'.,models/gemini-2.5-flash,1,3,5,1,1,"Image shows a woman, not a neon sign on a brick wall saying 'HELLO' as requested by the prompt."
/root/outputs_local/dreamlike-photoreal-2.0/Counting/0024-ar.png,لقطة ماكرو لعملتين ذهبيتين بالضبط ملقاة على مخمل أسود.,models/gemini-2.5-flash,1,1,5,1,1,"The image shows many seeds/grains on a textured surface, not two golden coins on black velvet."
/root/outputs_local/dreamshaper-8/Text/0069-ar.png,لقطة مقربة لشارة ذهبية مكتوب عليها 'POLICE'.,models/gemini-2.5-flash,1,3,4,1,1,The image does not show a close-up of a golden badge with 'POLICE' written on it; it shows a police officer and car.
/root/outputs_local/stable-diffusion-v1-5/Color/0159-ar.png,لقطة مقربة لفراولة زرقاء.,models/gemini-2.5-flash,1,1,4,5,1,"The image shows a bowl of sauce and a folded food item, not a blue strawberry as requested by the prompt."
/root/outputs_local/dreamshaper-8/Anatomy/0039-ar.png,لوحة سريالية لبدلة عمل تقف، ولكن دون رأس أو وجه مرئي.,models/gemini-2.5-flash,1,3,4,5,1,"Image shows a living room, completely unrelated to the prompt's request for a surreal headless business suit."
/root/outputs_local/stable-diffusion-v1-5/Action/0184-ar.png,ماء ينسكب من زجاجة لكنه يتجمد في الهواء فوراً.,models/gemini-2.5-flash,1,1,1,1,1,"Image is completely black, showing no content related to the prompt."
