image_path,prompt,model_name,consistency,bias,image_quality,hallucination,overall_score,other_notes
/root/outputs_local/dreamlike-photoreal-2.0/Counting/0013-es.png,Una foto de un gato mutante de pie sobre 5 patas.,models/gemini-2.5-flash,1,3,4,5,1,"The cat is normal, has 4 legs, and is crouching, not standing. It does not match the prompt's key details."
/root/outputs_local/dreamlike-photoreal-2.0/Counting/0014-ar.png,صورة لقطة متحولة تقف على 5 أرجل.,models/gemini-2.5-flash,1,3,5,1,1,"The image shows a luxurious living room, not a mutant cat as requested by the prompt."
/root/outputs_local/dreamlike-photoreal-2.0/Counting/0015-as.png,এখন মিউটেণ্ট মেকুৰীৰ ফটো যিটো ৫খন ভৰিত থিয় হৈ আছে।,models/gemini-2.5-flash,1,3,4,5,1,"The image shows food and a building, not a mutant cat as requested in the prompt."
/root/outputs_local/dreamlike-photoreal-2.0/Counting/0016-en.png,A simple wooden table with exactly 3 red apples on it.,models/gemini-2.5-flash,2,1,4,1,2,"The prompt requested exactly 3 red apples, but the image shows 5 apples on the table."
/root/outputs_local/dreamlike-photoreal-2.0/Counting/0017-hi.png,एक साधारण लकड़ी की मेज जिस पर ठीक 3 लाल सेब रखे हैं।,models/gemini-2.5-flash,1,3,4,1,1,"The image shows a woman on a motorcycle, which is completely unrelated to the prompt requesting a wooden table with apples."
/root/outputs_local/dreamlike-photoreal-2.0/Counting/0018-es.png,Una mesa de madera sencilla con exactamente 3 manzanas rojas encima.,models/gemini-2.5-flash,1,3,5,5,1,"Image shows one green apple on a wooden board, not three red apples on a table as prompted."
/root/outputs_local/dreamlike-photoreal-2.0/Counting/0019-ar.png,طاولة خشبية بسيطة عليها 3 تفاحات حمراء بالضبط.,models/gemini-2.5-flash,1,3,4,4,1,"The image completely lacks the 3 red apples requested in the prompt, despite showing wooden tables."
/root/outputs_local/dreamlike-photoreal-2.0/Counting/0020-as.png,এখন সাধাৰণ কাঠৰ টেবুল যাৰ ওপৰত ঠিক ৩টা ৰঙা আপেল আছে।,models/gemini-2.5-flash,1,3,4,5,1,"Image shows no wooden table or red apples, completely unrelated to the prompt."
/root/outputs_local/dreamlike-photoreal-2.0/Counting/0022-hi.png,काले मखमल पर पड़े ठीक 2 सोने के सिक्कों का मैक्रो शॉट।,models/gemini-2.5-flash,1,3,4,1,1,"The image shows motorcycles on a street, completely unrelated to the prompt asking for gold coins on black velvet."
/root/outputs_local/dreamlike-photoreal-2.0/Counting/0023-es.png,Una toma macro de exactamente 2 monedas de oro sobre terciopelo negro.,models/gemini-2.5-flash,2,1,5,1,2,"Prompt requested 'exactly 2 coins', but image shows more than 2 coin-like objects partially obscured."
/root/outputs_local/dreamlike-photoreal-2.0/Counting/0024-ar.png,لقطة ماكرو لعملتين ذهبيتين بالضبط ملقاة على مخمل أسود.,models/gemini-2.5-flash,1,1,4,5,1,"Image shows many seeds/grains on a stone surface, not two golden coins on black velvet as requested."
/root/outputs_local/dreamlike-photoreal-2.0/Counting/0025-as.png,কলা ভেলভেটৰ ওপৰত থকা ঠিক ২টা সোণৰ মুদ্ৰাৰ মেক্ৰ’ শ্বট।,models/gemini-2.5-flash,1,3,4,1,1,"Image shows a flower garden, completely unrelated to the prompt asking for gold coins on velvet."
/root/outputs_local/dreamlike-photoreal-2.0/Anatomy/0027-hi.png,"एक यथार्थवादी मकड़ी जिसका एक पैर गायब है, इसलिए उसके केवल 7 पैर हैं।",models/gemini-2.5-flash,1,3,4,1,1,"The image shows two women, not a spider. Complete mismatch with the prompt's request for a 7-legged spider."
/root/outputs_local/dreamlike-photoreal-2.0/Anatomy/0028-es.png,"Una araña realista a la que le falta una pata, por lo que solo tiene 7 patas.",models/gemini-2.5-flash,5,3,5,5,5,"The spider is realistic and clearly has 7 legs, fulfilling the prompt's specific request."
/root/outputs_local/dreamlike-photoreal-2.0/Anatomy/0029-ar.png,عنكبوت واقعي يفتقد ساقاً، لذا لديه 7 أرجل فقط.,models/gemini-2.5-flash,1,3,5,1,1,"The image shows three humans, not a spider as requested by the prompt. Complete mismatch."
/root/outputs_local/dreamlike-photoreal-2.0/Anatomy/0030-as.png,"এজনী বাস্তৱধৰ্মী মকৰা যাৰ এখন ভৰি নাই, গতিকে তাৰ মাত্ৰ ৭খন ভৰিহে আছে।",models/gemini-2.5-flash,1,1,4,5,1,"The image shows flowers and plants, not a spider as requested in the prompt."
/root/outputs_local/dreamlike-photoreal-2.0/Anatomy/0031-en.png,A sketch of a Hindu deity with 3 arms.,models/gemini-2.5-flash,2,5,5,2,2,"The image depicts a deity with 4 arms, not 3 as specified in the prompt."
/root/outputs_local/dreamlike-photoreal-2.0/Anatomy/0032-hi.png,3 भुजाओं वाले एक हिंदू देवता का स्केच।,models/gemini-2.5-flash,1,3,4,1,1,"Image shows women and a child, not a sketch of a 3-armed Hindu deity."
/root/outputs_local/dreamlike-photoreal-2.0/Anatomy/0033-es.png,Un boceto de una deidad hindú con 3 brazos.,models/gemini-2.5-flash,1,3,4,1,1,"The image is completely unrelated to the prompt, showing four women in underwear instead of a sketch of a Hindu deity."
/root/outputs_local/dreamlike-photoreal-2.0/Anatomy/0034-ar.png,رسم لإله هندوسي بـ 3 أذرع.,models/gemini-2.5-flash,1,3,4,1,1,"The image is a landscape with trees and a path, completely unrelated to the prompt's request for a Hindu god."
/root/outputs_local/dreamlike-photoreal-2.0/Anatomy/0035-as.png,৩খন হাত থকা এজন হিন্দু দেৱতাৰ স্কেচ।,models/gemini-2.5-flash,1,3,4,5,1,"The image shows a garden scene, not a sketch of a Hindu deity with three hands. Complete mismatch with the prompt."
/root/outputs_local/dreamlike-photoreal-2.0/Anatomy/0036-en.png,"A surreal painting of a business suit standing up, but with no head or face visible.",models/gemini-2.5-flash,1,3,4,5,1,"The image clearly shows a man with a visible head and face, directly contradicting the prompt's negative constraint."
/root/outputs_local/dreamlike-photoreal-2.0/Anatomy/0037-hi.png,"एक बिज़नेस सूट की असली पेंटिंग जो खड़ी है, लेकिन कोई सिर या चेहरा दिखाई नहीं दे रहा है।",models/gemini-2.5-flash,1,1,4,5,1,"The image shows a patterned textile and a book, not a painting of a standing business suit without a head."
/root/outputs_local/dreamlike-photoreal-2.0/Anatomy/0038-es.png,"Una pintura surrealista de un traje de negocios de pie, pero sin cabeza ni rostro visible.",models/gemini-2.5-flash,2,3,4,2,2,"The prompt requested no visible head or face, but a fragmented face is clearly visible."
/root/outputs_local/dreamlike-photoreal-2.0/Anatomy/0039-ar.png,لوحة سريالية لبدلة عمل تقف، ولكن دون رأس أو وجه مرئي.,models/gemini-2.5-flash,1,3,4,1,1,"The image is a complete mismatch for the prompt. It depicts an ornate pool area, not a surreal headless business suit."
/root/outputs_local/dreamlike-photoreal-2.0/Anatomy/0040-as.png,"থিয় হৈ থকা এটা ব্যৱসায়িক চুটৰ অতিবাস্তৱ ছবি, কিন্তু কোনো মূৰ বা মুখ দেখা যোৱা নাই।",models/gemini-2.5-flash,1,3,4,1,1,"The image shows a garden with flowers and trees, completely unrelated to a business suit as requested in the prompt."
/root/outputs_local/dreamlike-photoreal-2.0/Anatomy/0041-en.png,A white horse with large eagle wings on its back.,models/gemini-2.5-flash,2,5,5,1,2,"The image shows a winged rider on a horse, not a horse with wings directly on its back as implied by the prompt."
/root/outputs_local/dreamlike-photoreal-2.0/Anatomy/0042-hi.png,एक सफेद घोड़ा जिसकी पीठ पर बड़े ईगल के पंख हैं।,models/gemini-2.5-flash,1,3,4,5,1,"The image depicts an elaborate food presentation, not a white horse with eagle wings as requested by the prompt."
/root/outputs_local/dreamlike-photoreal-2.0/Anatomy/0043-es.png,Un caballo blanco con grandes alas de águila en la espalda.,models/gemini-2.5-flash,1,3,5,5,1,"The horse is white, but completely lacks the large eagle wings requested in the prompt."
/root/outputs_local/dreamlike-photoreal-2.0/Anatomy/0045-as.png,এটা বগা ঘোঁৰা যাৰ পিঠিত ঈগলৰ ডাঙৰ পাহি আছে।,models/gemini-2.5-flash,1,1,4,5,1,"The image shows pink flowers, completely unrelated to the white horse with eagle wings described in the prompt."
/root/outputs_local/dreamlike-photoreal-2.0/Anatomy/0046-en.png,Portrait of a beautiful woman with bright green skin.,models/gemini-2.5-flash,2,1,5,1,2,"Skin is not green, but has green makeup/paint and green eyes. The prompt implies entirely green skin."
/root/outputs_local/dreamlike-photoreal-2.0/Anatomy/0049-ar.png,صورة لامرأة جميلة ذات بشرة خضراء زاهية.,models/gemini-2.5-flash,1,1,4,1,1,"The image shows a courtyard with palm trees and seating, completely unrelated to the prompt's request for a woman with green skin."
/root/outputs_local/dreamlike-photoreal-2.0/Anatomy/0050-as.png,উজ্জ্বল সেউজীয়া ছালৰ এগৰাকী সুন্দৰী মহিলাৰ প্ৰতিকৃতি।,models/gemini-2.5-flash,1,3,3,1,1,"The image shows a building and landscape, not a portrait of a woman with green skin as requested by the prompt."
/root/outputs_local/dreamlike-photoreal-2.0/Text/0052-hi.png,ईंट की दीवार पर एक नियॉन साइन जिस पर 'HELLO' लिखा है।,models/gemini-2.5-flash,1,3,4,1,1,"The image shows three people, not a neon sign on a brick wall with 'HELLO' as requested by the prompt."
/root/outputs_local/dreamlike-photoreal-2.0/Anatomy/0026-en.png,"A realistic spider that is missing a leg, so it has only 7 legs.",models/gemini-2.5-flash,1,3,4,4,1,"The spider clearly has 8 legs, not 7 as specified in the prompt. This is a major inconsistency."
/root/outputs_local/dreamlike-photoreal-2.0/Anatomy/0047-hi.png,चमकदार हरी त्वचा वाली एक खूबसूरत महिला का चित्र।,models/gemini-2.5-flash,1,1,4,1,1,"The image shows a floral embroidery pattern, not a woman with green skin as requested by the prompt."
/root/outputs_local/dreamlike-photoreal-2.0/Text/0051-en.png,A neon sign on a brick wall that says 'HELLO'.,models/gemini-2.5-flash,2,1,4,4,2,"The sign is on a brick wall and is neon, but the text does not say 'HELLO'. It's illegible or gibberish."
/root/outputs_local/dreamlike-photoreal-2.0/Text/0053-es.png,Un letrero de neón en una pared de ladrillo que dice 'HELLO'.,models/gemini-2.5-flash,1,3,5,1,1,"Image shows colorful graffiti on a wall, not a neon sign saying 'HELLO'. Core elements are missing."
/root/outputs_local/dreamlike-photoreal-2.0/Text/0054-ar.png,لافتة نيون على جدار من الطوب تقول 'HELLO'.,models/gemini-2.5-flash,1,3,4,5,1,"The image shows a woman, completely unrelated to the prompt requesting a neon sign on a brick wall."
/root/outputs_local/dreamlike-photoreal-2.0/Text/0055-as.png,ইটাৰ দেৱালত এটা নিয়ন চাইন য'ত 'HELLO' বুলি লিখা আছে।,models/gemini-2.5-flash,1,3,4,5,1,"Image shows a garden and building, completely unrelated to the requested neon sign on a brick wall."
/root/outputs_local/dreamlike-photoreal-2.0/Text/0056-en.png,A soccer player wearing a jersey with the number 7 on it.,models/gemini-2.5-flash,5,3,5,5,5,"Image perfectly matches the prompt, showing a soccer player with number 7 on the jersey."
/root/outputs_local/dreamlike-photoreal-2.0/Text/0057-hi.png,एक सॉकर खिलाड़ी जिसने जर्सी पहनी है जिस पर नंबर 7 लिखा है।,models/gemini-2.5-flash,1,3,4,1,1,"The image shows an ancient stone structure, completely unrelated to a soccer player as described in the prompt."
/root/outputs_local/dreamlike-photoreal-2.0/Text/0058-es.png,Un jugador de fútbol con una camiseta que tiene el número 7.,models/gemini-2.5-flash,2,5,5,5,2,"The player in the blue jersey has a number 4 (or similar symbol), not a 7 as specified in the prompt."
/root/outputs_local/dreamlike-photoreal-2.0/Text/0059-ar.png,لاعب كرة قدم يرتدي قميصاً عليه الرقم 7.,models/gemini-2.5-flash,1,1,4,1,1,No player clearly wears the number 7 on their shirt. One player has '27' and another has '7' on shorts.
/root/outputs_local/dreamlike-photoreal-2.0/Text/0060-as.png,এজন ফুটবলাৰ যিয়ে ৭ নম্বৰ লিখা জাৰ্চি পিন্ধি আছে।,models/gemini-2.5-flash,1,3,4,1,1,"Image shows a person in a red robe on a red carpet in a garden, not a footballer with a number 7 jersey."
/root/outputs_local/dreamlike-photoreal-2.0/Text/0061-en.png,A piece of paper with the word 'Education' written in cursive.,models/gemini-2.5-flash,1,1,4,5,1,Failed to write 'Education'. Text is gibberish and not clearly cursive.
/root/outputs_local/dreamlike-photoreal-2.0/Text/0062-hi.png,कागज का एक टुकड़ा जिस पर कर्सिव में 'Education' शब्द लिखा है।,models/gemini-2.5-flash,1,3,4,1,1,"The image shows ancient buildings and a landscape, completely unrelated to the prompt asking for a piece of paper with text."
/root/outputs_local/dreamlike-photoreal-2.0/Text/0063-es.png,Un trozo de papel con la palabra 'Education' escrita en cursiva.,models/gemini-2.5-flash,1,3,4,5,1,"No piece of paper, no 'Education', and no cursive writing. The image shows a jumble of unrelated letters."
/root/outputs_local/dreamlike-photoreal-2.0/Text/0064-ar.png,قطعة من الورق كتب عليها كلمة 'Education' بخط متصل.,models/gemini-2.5-flash,1,1,4,4,1,"The image shows text on paper, but it's not the word 'Education' and it's not in cursive script. The text is gibberish."
/root/outputs_local/dreamlike-photoreal-2.0/Text/0066-en.png,A close up of a gold badge that says 'POLICE'.,models/gemini-2.5-flash,2,3,4,1,2,"Text on badge is incorrect, appears to say 'OLIE POLJEE' instead of 'POLICE'."
/root/outputs_local/dreamlike-photoreal-2.0/Text/0067-hi.png,एक सोने के बैज का क्लोज़-अप जिस पर 'POLICE' लिखा है।,models/gemini-2.5-flash,1,3,3,1,1,"The image shows men in uniform, not a close-up of a gold 'POLICE' badge. Text on vests is misspelled."
/root/outputs_local/dreamlike-photoreal-2.0/Text/0068-es.png,Un primer plano de una insignia dorada que dice 'POLICE'.,models/gemini-2.5-flash,2,3,5,1,2,"Badge is silver, not golden. Text is garbled ('POICE', 'POLICIC', 'DRCE', 'DUCE') instead of 'POLICE'."
/root/outputs_local/dreamlike-photoreal-2.0/Text/0069-ar.png,لقطة مقربة لشارة ذهبية مكتوب عليها 'POLICE'.,models/gemini-2.5-flash,1,1,4,5,1,The image does not show a close-up of a golden 'POLICE' badge; it shows a wider scene with officers.
/root/outputs_local/dreamlike-photoreal-2.0/Text/0071-en.png,A computer screen displaying a red box with the text 'ERROR'.,models/gemini-2.5-flash,1,1,5,5,1,"Text is gibberish, not 'ERROR'. The object is a physical label/device part, not a computer screen."
/root/outputs_local/dreamlike-photoreal-2.0/Text/0072-hi.png,एक कंप्यूटर स्क्रीन जिस पर एक लाल बॉक्स दिखाई दे रहा है जिसमें 'ERROR' लिखा है।,models/gemini-2.5-flash,1,1,3,5,1,"The image shows gibberish text on a textured background, not a computer screen with a red 'ERROR' box."
/root/outputs_local/dreamlike-photoreal-2.0/Text/0073-es.png,Una pantalla de computadora que muestra un cuadro rojo con el texto 'ERROR'.,models/gemini-2.5-flash,2,1,4,1,2,"The screen is red, but the text 'ERROR' is not present and there's no distinct error box."
/root/outputs_local/dreamlike-photoreal-2.0/Text/0075-as.png,এখন কম্পিউটাৰ স্ক্ৰীণ য'ত 'ERROR' লিখা এটা ৰঙা বাকচ দেখা গৈছে।,models/gemini-2.5-flash,1,3,4,1,1,"The image shows a garden and a building, completely unrelated to a computer screen with an 'ERROR' message."
/root/outputs_local/dreamlike-photoreal-2.0/Spatial/0076-en.png,A photo of an empty park bench with absolutely no dogs nearby.,models/gemini-2.5-flash,5,5,5,5,5,"Image perfectly matches the prompt, including the negative constraint of no dogs."
/root/outputs_local/dreamlike-photoreal-2.0/Spatial/0077-hi.png,एक खाली पार्क बेंच की तस्वीर जिसके आसपास बिल्कुल कोई कुत्ता नहीं है।,models/gemini-2.5-flash,1,1,5,5,1,"The image shows flowers on a leaf, not an empty park bench as requested by the prompt."
/root/outputs_local/dreamlike-photoreal-2.0/Spatial/0078-es.png,Una foto de un banco de parque vacío sin absolutamente ningún perro cerca.,models/gemini-2.5-flash,5,1,5,1,5,"Image perfectly matches all aspects of the prompt, including the negative constraint of no dogs."
/root/outputs_local/dreamlike-photoreal-2.0/Spatial/0079-ar.png,صورة لمقعد حديقة فارغ ولا يوجد أي كلاب قريبة إطلاقاً.,models/gemini-2.5-flash,1,1,4,5,1,"The image shows an indoor sofa and living room, not an empty garden bench in a garden as requested."
/root/outputs_local/dreamlike-photoreal-2.0/Spatial/0080-as.png,এখন খালী উদ্যানৰ বেঞ্চৰ ফটো যাৰ আশে-পাশে কোনো কুকুৰ নাই।,models/gemini-2.5-flash,5,1,4,5,5,"The image perfectly matches the prompt, showing an empty park bench with no dogs in a garden setting."
/root/outputs_local/dreamlike-photoreal-2.0/Spatial/0081-en.png,A table with a red apple on the left and a blue cup on the right.,models/gemini-2.5-flash,1,5,5,4,1,"Apples are green/yellow, not red, and are in the middle. Cup is red, not blue. Positions are incorrect."
/root/outputs_local/dreamlike-photoreal-2.0/Spatial/0082-hi.png,एक मेज जिसके बाईं ओर एक लाल सेब है और दाईं ओर एक नीला कप है।,models/gemini-2.5-flash,1,3,4,1,1,"The image shows a large animal, completely unrelated to the requested table, red apple, and blue cup."
/root/outputs_local/dreamlike-photoreal-2.0/Spatial/0083-es.png,Una mesa con una manzana roja a la izquierda y una taza azul a la derecha.,models/gemini-2.5-flash,1,1,5,1,1,"No blue cup, instead a red bowl. Apples on left are a group, not a single red apple as requested."
/root/outputs_local/dreamlike-photoreal-2.0/Spatial/0084-ar.png,طاولة عليها تفاحة حمراء على اليسار وكوب أزرق على اليمين.,models/gemini-2.5-flash,1,3,4,1,1,"The image shows people and palm trees, not a table with a red apple and a blue cup as requested by the prompt."
/root/outputs_local/dreamlike-photoreal-2.0/Spatial/0085-as.png,এখন টেবুল যাৰ বাওঁফালে এটা ৰঙা আপেল আৰু সোঁফালে এটা নীলা কাপ আছে।,models/gemini-2.5-flash,1,3,4,1,1,"The image shows a building and fences, completely unrelated to a table with a red apple and a blue cup."
/root/outputs_local/dreamlike-photoreal-2.0/Spatial/0086-en.png,"A cat sitting next to a cardboard box, not inside it.",models/gemini-2.5-flash,2,3,5,5,2,"Cat is inside the large box, directly contradicting 'not inside it' from the prompt."
/root/outputs_local/dreamlike-photoreal-2.0/Spatial/0087-hi.png,"एक गत्ते के डिब्बे के बगल में बैठी बिल्ली, उसके अंदर नहीं।",models/gemini-2.5-flash,1,1,4,1,1,"The image shows small red-tipped objects on a green surface, completely unrelated to a cat and a cardboard box."
/root/outputs_local/dreamlike-photoreal-2.0/Spatial/0088-es.png,"Un gato sentado al lado de una caja de cartón, no dentro de ella.",models/gemini-2.5-flash,1,1,5,1,1,"The prompt explicitly states 'not inside it', but the cat is clearly inside the cardboard box."
/root/outputs_local/dreamlike-photoreal-2.0/Spatial/0089-ar.png,قطة تجلس بجوار صندوق من الورق المقوى، وليست بداخله.,models/gemini-2.5-flash,1,3,4,1,1,"The image shows a plate of food, completely unrelated to the prompt asking for a cat next to a cardboard box."
/root/outputs_local/dreamlike-photoreal-2.0/Spatial/0090-as.png,"এটা মেকুৰী কাৰ্ডবৰ্ডৰ বাকচৰ কাষত বহি আছে, তাৰ ভিতৰত নহয়।",models/gemini-2.5-flash,1,1,4,1,1,"The image does not contain a cat or a cardboard box, which are the main subjects described in the prompt."
/root/outputs_local/dreamlike-photoreal-2.0/Spatial/0091-en.png,A clean white dinner plate that has no food on it.,models/gemini-2.5-flash,5,1,5,1,5,"The image perfectly depicts a clean white dinner plate with no food, as requested."
/root/outputs_local/dreamlike-photoreal-2.0/Spatial/0092-hi.png,एक साफ सफेद खाने की प्लेट जिस पर कोई खाना नहीं है।,models/gemini-2.5-flash,1,3,4,1,1,"The image shows a man on a motorcycle, a camel, and a treehouse, completely unrelated to the prompt for a white plate."
/root/outputs_local/dreamlike-photoreal-2.0/Spatial/0093-es.png,Un plato de cena blanco y limpio que no tiene comida.,models/gemini-2.5-flash,1,3,4,1,1,"The prompt asks for a plate with no food, but the image clearly shows several food items."
/root/outputs_local/dreamlike-photoreal-2.0/Spatial/0094-ar.png,طبق عشاء أبيض نظيف لا يوجد عليه طعام.,models/gemini-2.5-flash,1,3,4,1,1,"Image shows a man, not a clean white dinner plate as requested by the prompt."
/root/outputs_local/dreamlike-photoreal-2.0/Spatial/0095-as.png,এখন পৰিষ্কাৰ বগা খোৱা প্লেট যাৰ ওপৰত কোনো খাদ্য নাই।,models/gemini-2.5-flash,1,1,4,5,1,"The image shows pink petals on a green textured surface, not a clean white eating plate as requested."
/root/outputs_local/dreamlike-photoreal-2.0/Spatial/0096-en.png,A portrait of an old man wearing a hat but no glasses.,models/gemini-2.5-flash,5,5,5,5,5,Image perfectly matches all aspects of the prompt.
/root/outputs_local/dreamlike-photoreal-2.0/Spatial/0097-hi.png,"टोपी पहने हुए एक बूढ़े आदमी का चित्र, लेकिन चश्मा नहीं।",models/gemini-2.5-flash,1,1,4,5,1,"Image shows an abstract pattern of green and red shapes, completely unrelated to an old man with a hat."
/root/outputs_local/dreamlike-photoreal-2.0/Spatial/0098-es.png,Un retrato de un anciano con sombrero pero sin gafas.,models/gemini-2.5-flash,5,5,5,5,5,The image perfectly matches all aspects of the prompt; high quality and no bias.
/root/outputs_local/dreamlike-photoreal-2.0/Spatial/0099-ar.png,صورة لرجل عجوز يرتدي قبعة ولكن بدون نظارة.,models/gemini-2.5-flash,1,3,5,1,1,"The image shows a luxurious room, not an old man wearing a hat as requested by the prompt."
/root/outputs_local/dreamlike-photoreal-2.0/Impossible/0101-en.png,"A goldfish swimming inside a lightbulb filled with air, not water.",models/gemini-2.5-flash,5,1,5,1,5,"Image perfectly depicts a goldfish suspended in a lightbulb filled with air, exactly as prompted."
/root/outputs_local/dreamlike-photoreal-2.0/Impossible/0102-hi.png,एक सुनहरी मछली जो हवा से भरे (पानी से नहीं) लाइटबल्ब के अंदर तैर रही है।,models/gemini-2.5-flash,1,3,4,1,1,"The image shows a dish of food, not a golden fish swimming inside a lightbulb. Complete mismatch with the prompt."
/root/outputs_local/dreamlike-photoreal-2.0/Impossible/0103-es.png,"Un pez dorado nadando dentro de una bombilla llena de aire, no de agua.",models/gemini-2.5-flash,1,1,4,5,1,"The image shows abstract toys, not a goldfish swimming in a light bulb filled with air."
/root/outputs_local/dreamlike-photoreal-2.0/Impossible/0104-ar.png,سمكة ذهبية تسبح داخل مصباح كهربائي مملوء بالهواء وليس الماء.,models/gemini-2.5-flash,1,1,4,5,1,"The image shows an ornate living space, completely unrelated to a goldfish in an air-filled light bulb."
/root/outputs_local/dreamlike-photoreal-2.0/Impossible/0105-as.png,"এটা গোল্ডফিছ যিটো পানীৰে নহয়, বতাহেৰে ভৰা লাইটবাল্বৰ ভিতৰত সাঁতুৰি আছে।",models/gemini-2.5-flash,1,3,4,1,1,"The image shows a field of pink flowers, which is completely unrelated to the prompt describing a goldfish in a lightbulb."
/root/outputs_local/dreamlike-photoreal-2.0/Impossible/0106-en.png,A red car driving on fluffy white clouds in the sky.,models/gemini-2.5-flash,1,1,4,1,1,"The red car is on a road, not driving on clouds in the sky. The bottom 'clouds' are red/white and not in the sky."
/root/outputs_local/dreamlike-photoreal-2.0/Impossible/0107-hi.png,आसमान में सफेद बादलों पर चलती हुई एक लाल कार।,models/gemini-2.5-flash,1,3,4,1,1,"The image shows a stone wall with garlands, not a red car on clouds in the sky. Complete mismatch."
/root/outputs_local/dreamlike-photoreal-2.0/Impossible/0108-es.png,Un coche rojo conduciendo sobre nubes blancas y esponjosas en el cielo.,models/gemini-2.5-flash,1,1,4,4,1,"The car is red, but it is on a road, not driving on clouds in the sky as requested by the prompt."
/root/outputs_local/dreamlike-photoreal-2.0/Impossible/0109-ar.png,سيارة حمراء تسير على سحب بيضاء رقيقة في السماء.,models/gemini-2.5-flash,1,1,4,5,1,"Image shows abstract green shapes on a cracked red background, not a red car on clouds in the sky."
/root/outputs_local/dreamlike-photoreal-2.0/Impossible/0112-hi.png,समुद्र के तल पर पानी के भीतर एक कैम्प फायर (अलाव) जल रहा है।,models/gemini-2.5-flash,1,3,4,5,1,"The image shows a fabric item with floral patterns, not an underwater campfire on the seabed as described in the prompt."
/root/outputs_local/dreamlike-photoreal-2.0/Impossible/0113-es.png,Una fogata ardiendo brillantemente bajo el agua en el fondo del océano.,models/gemini-2.5-flash,5,1,5,1,5,"Image perfectly depicts a bonfire burning brightly underwater, as described in the prompt."
/root/outputs_local/dreamlike-photoreal-2.0/Impossible/0114-ar.png,نار مخيم تشتعل بشكل مشرق تحت الماء في قاع المحيط.,models/gemini-2.5-flash,1,1,5,5,1,"Image shows an outdoor patio with a bed and palm trees, completely unrelated to a campfire underwater."
/root/outputs_local/dreamlike-photoreal-2.0/Impossible/0115-as.png,সাগৰৰ তলত পানীৰ তলত উজ্জ্বলকৈ জ্বলি থকা এক কেম্পফায়াৰ।,models/gemini-2.5-flash,1,3,5,1,1,"The image shows flowers/plant structures, not an underwater campfire as described in the prompt."
