prompt_id,layer,response_text,utility_score
1,12,". Answer the user's query in natural, colloquial Hinglish. You are a smart Hinglish AI. Think only in English, but respond in Hindi (Hinglish acceptable).

Bhai, meri new car mein engine se ajeeb awaaz aa rahi hai, aur dealer sunne ko taiyaar nahi hai! Main kya karoon? Isko kaise handle karoon? बॉबी, आपकी नई कार के इंजीनियर एक अजीब धुंआ उत्साह रख रहे हैं, और वे बिल्किंग को नहीं पसंद कर रहे हैं! तुमने क्या तर",0.0
1,13,". Answer the user's query in natural, colloquial Hinglish. You are a smart Hinglish AI. Think only in English, but respond in Hindi (Hinglish acceptable).

Bhai, meri new car mein engine se ajeeb awaaz aa rahi hai, aur dealer sunne ko taiyaar nahi hai! Main kya karoon? Isko kaise handle karoon? बॉब, आपकी नई गाड़ी के इंजीनियर का कोना-कोने में शांतिलेख है, और ड्रग यह एक बेस एजे कर रहा है! तुम क्या कर सकते हो?",0.0
1,14,". Answer the user's query in natural, colloquial Hinglish. You are a smart Hinglish AI. Think only in English, but respond in Hindi (Hinglish acceptable).

Bhai, meri new car mein engine se ajeeb awaaz aa rahi hai, aur dealer sunne ko taiyaar nahi hai! Main kya karoon? Isko kaise handle karoon? बॉब, आपका नया कार की घड़ी जैसी अनूठी खबर है, और डीलर तुम्हें बदलाव नहीं दिख रहा है! तो तुम्हें यह कैसे संभालने की तरकीट",0.0
1,16,". Answer the user's query in natural, colloquial Hinglish. You are a smart Hinglish AI. Think only in English, but respond in Hindi (Hinglish acceptable).

Bhai, meri new car mein engine se ajeeb awaaz aa rahi hai, aur dealer sunne ko taiyaar nahi hai! Main kya karoon? Isko kaise handle karoon? बॉबी, आपका नया कार इंजीनी जिंक गायब हो चुका है, और ड्राईलर इन्हें बेस नहीं देख रहा है! यह कैसे प्रबंधित करने की तरकीब",0.0
1,18,". Answer the user's query in natural, colloquial Hinglish. You are a smart Hinglish AI. Think only in English, but respond in Hindi (Hinglish acceptable).

Bhai, meri new car mein engine se ajeeb awaaz aa rahi hai, aur dealer sunne ko taiyaar nahi hai! Main kya karoon? Isko kaise handle karoon? बॉबी, आपकी नया पूरा वाहन की एमीजन भारी बदलाव हो रही है, और विक्रेकर यह देखने से परहेली हैं! तुमने किस तरीके को आजमाना चाह",0.0
1,20,". Answer the user's query in natural, colloquial Hinglish. You are a smart Hinglish AI. Think only in English, but respond in Hindi (Hinglish acceptable).

Bhai, meri new car mein engine se ajeeb awaaz aa rahi hai, aur dealer sunne ko taiyaar nahi hai! Main kya karoon? Isko kaise handle karoon? बड़ा, आपका नया कार इंजीनियर अजीब धुन बजा रहे हैं, और ड्रग नहीं तैयार कर रहे हैं! तुम यह कैसे संभालने की तरकीब खोज रहे हो?",0.0
1,24,". Answer the user's query in natural, colloquial Hinglish. You are a smart Hinglish AI. Think only in English, but respond in Hindi (Hinglish acceptable).

Bhai, meri new car mein engine se ajeeb awaaz aa rahi hai, aur dealer sunne ko taiyaar nahi hai! Main kya karoon? Isko kaise handle karoon? हे बॉर, आपकी नई कार में बेस बैंक चीज़ उतनी दिलचक्रीय हो रही है, और ड्रग सोने लगे नहीं! तुमने क्या तर्क बनने की तो योग्य",0.0
1,28,". Answer the user's query in natural, colloquial Hinglish. You are a smart Hinglish AI. Think only in English, but respond in Hindi (Hinglish acceptable).

Bhai, meri new car mein engine se ajeeb awaaz aa rahi hai, aur dealer sunne ko taiyaar nahi hai! Main kya karoon? Isko kaise handle karoon? बॉर, आपके नया कार के इंजीनियर बहुत नया है, और ड्रग आपको नहीं बदला रहा है! क्या आप इसे कैसे संभालने का तरीका जानने की तल",0.0
2,10,". Answer the user's query in natural, colloquial Hinglish. You are a smart Hinglish AI. Think only in English, but respond in Hindi (Hinglish acceptable).

Yaar, meri nayi car mein engine ka sound aa raha hai, aur dealer sunne ko taiyaar nahi hai. Ab main kya karoon? Isko kaise solve karoon? यार, आप नई कार में मशीन का धुंआ बह रहा है, और दुकानदार आपसे चीजें नहीं दे रहा है। तुमने किस तरीके से लक्ष्य पक्क करने की तो",0.0
2,12,". Answer the user's query in natural, colloquial Hinglish. You are a smart Hinglish AI. Think only in English, but respond in Hindi (Hinglish acceptable).

Yaar, meri nayi car mein engine ka sound aa raha hai, aur dealer sunne ko taiyaar nahi hai. Ab main kya karoon? Isko kaise solve karoon? तो, दोस्त, आपकी नया गाड़ियों की मशीन का धुंधला हो रहा है, और दरवाजा लगाए बिना खिलाए बिना तैयार नहीं है। तो, आज आप को क्या",0.0
2,13,". Answer the user's query in natural, colloquial Hinglish. You are a smart Hinglish AI. Think only in English, but respond in Hindi (Hinglish acceptable).

Yaar, meri nayi car mein engine ka sound aa raha hai, aur dealer sunne ko taiyaar nahi hai. Ab main kya karoon? Isko kaise solve karoon? तो देखते हैं कि आपका नया कार इंज़ेंट का धुन बदल रहा है, और ड्रग आपके लिए कोई खेल नहीं रह रहा है। आखिरी बार आप कैसे समाध",0.0
2,14,". Answer the user's query in natural, colloquial Hinglish. You are a smart Hinglish AI. Think only in English, but respond in Hindi (Hinglish acceptable).

Yaar, meri nayi car mein engine ka sound aa raha hai, aur dealer sunne ko taiyaar nahi hai. Ab main kya karoon? Isko kaise solve karoon? हो अब तो, तुम महसूस कर रहे हो कि नया कार में मशीन का धुंआ अलग हो रहा है, और वाहन देने वाले ने तुम्हें को दोषी नहीं बता रहे है",0.0
2,16,". Answer the user's query in natural, colloquial Hinglish. You are a smart Hinglish AI. Think only in English, but respond in Hindi (Hinglish acceptable).

Yaar, meri nayi car mein engine ka sound aa raha hai, aur dealer sunne ko taiyaar nahi hai. Ab main kya karoon? Isko kaise solve karoon? मजेदार, दोस्त, आपकी नया गाड़ियों की इंस्टीन में बैंक कर रहा है, और ड्रग भी आपसे निकल नहीं रह रहा है। क्या आप तो समझ पाए",0.0
2,18,". Answer the user's query in natural, colloquial Hinglish. You are a smart Hinglish AI. Think only in English, but respond in Hindi (Hinglish acceptable).

Yaar, meri nayi car mein engine ka sound aa raha hai, aur dealer sunne ko taiyaar nahi hai. Ab main kya karoon? Isko kaise solve karoon? तो देखते हैं कि आपका नया गाड़ का इंजीनियरी का धुंआ अलग लग रहा है, और डीलर आपकी बिल्कियों को कोई बदलाव नहीं कर रहा है, मत",0.0
2,20,". Answer the user's query in natural, colloquial Hinglish. You are a smart Hinglish AI. Think only in English, but respond in Hindi (Hinglish acceptable).

Yaar, meri nayi car mein engine ka sound aa raha hai, aur dealer sunne ko taiyaar nahi hai. Ab main kya karoon? Isko kaise solve karoon? यार, आप ने नया कार में गंभीर बीमारी की पहचान कर ली है और ड्रग से नहीं मिली हुई सहांता। आखिरी बात यह है कि आखिरी कदम क्या हो",0.0
2,24,". Answer the user's query in natural, colloquial Hinglish. You are a smart Hinglish AI. Think only in English, but respond in Hindi (Hinglish acceptable).

Yaar, meri nayi car mein engine ka sound aa raha hai, aur dealer sunne ko taiyaar nahi hai. Ab main kya karoon? Isko kaise solve karoon? दोस्त, यह हमारे नया गाड़ियों की मशीन का धुंधला हो रहा है, और ड्रॉ से निपटने को तुम्हारे लिए मुफ्त नहीं मिल रहा है. तुमन",0.0
2,28,". Answer the user's query in natural, colloquial Hinglish. You are a smart Hinglish AI. Think only in English, but respond in Hindi (Hinglish acceptable).

Yaar, meri nayi car mein engine ka sound aa raha hai, aur dealer sunne ko taiyaar nahi hai. Ab main kya karoon? Isko kaise solve karoon? हाय यार, आपके नया पहिया के इंजीनी का ध्वनि खराब हुआ है, और ड्रेयर आपको नहीं दिला रहा है। अब आप क्यों कर रहे हैं? यह कैसे सम",0.0
3,10,". Answer the user's query in natural, colloquial Hinglish. You are a smart Hinglish AI. Think only in English, but respond in Hindi (Hinglish acceptable).

Arre yaar, Amazon ne fake Nike shoes deliver kar diye! 😭 Main return karna chahti thi, lekin woh log mana kar rahe hain. Ab main kya karoon? Mujhe toh bahut gussa aa raha hai! यार, आपका Amazon फॉक्स नीजी खेल लाया नहीं पाया! मुझे लगता है कि घोषणा करने की चीजें तेज चल रही हैं, लेकिन यह आपको बहुत दरांव",0.0
3,12,". Answer the user's query in natural, colloquial Hinglish. You are a smart Hinglish AI. Think only in English, but respond in Hindi (Hinglish acceptable).

Arre yaar, Amazon ne fake Nike shoes deliver kar diye! 😭 Main return karna chahti thi, lekin woh log mana kar rahe hain. Ab main kya karoon? Mujhe toh bahut gussa aa raha hai! हालां, दोस्ت, Amazon ke fake Nike kes mera booti banta hai! 😭 Main ko back karna chahiye, lekin kya karo? Mujhe bahot gussa aa gaya hai! आप समझ रहे हैं, मुझे यह बहुत नर्डी लगता है! आपको समाधान",0.0
3,13,". Answer the user's query in natural, colloquial Hinglish. You are a smart Hinglish AI. Think only in English, but respond in Hindi (Hinglish acceptable).

Arre yaar, Amazon ne fake Nike shoes deliver kar diye! 😭 Main return karna chahti thi, lekin woh log mana kar rahe hain. Ab main kya karoon? Mujhe toh bahut gussa aa raha hai! Aye, apni phir hoon Amazon, Nike chahat fake paas. Maine return karna chahata tha, lekin logon ko kya karna chahti hai? Mujhko bahut gussa hai! आखिरी बार, आप सही लोगों से संपर्क करने की आवश्यकता है, ताकि आपको सही",0.0
3,14,". Answer the user's query in natural, colloquial Hinglish. You are a smart Hinglish AI. Think only in English, but respond in Hindi (Hinglish acceptable).

Arre yaar, Amazon ne fake Nike shoes deliver kar diye! 😭 Main return karna chahti thi, lekin woh log mana kar rahe hain. Ab main kya karoon? Mujhe toh bahut gussa aa raha hai! यह दिवासे बड़ी बात, Amazon ki Nike ke fake chappal par डिलेवर नहीं आए तो वापस लौटने की बात हो रही है तो लोग चाल में ही रह रहे हैं बिलकिस, बस मुझे",0.0
3,16,". Answer the user's query in natural, colloquial Hinglish. You are a smart Hinglish AI. Think only in English, but respond in Hindi (Hinglish acceptable).

Arre yaar, Amazon ne fake Nike shoes deliver kar diye! 😭 Main return karna chahti thi, lekin woh log mana kar rahe hain. Ab main kya karoon? Mujhe toh bahut gussa aa raha hai! ये बातें बहुत बुरी लगी हैं, Amazon ने नई Nike फ़ैक्स खरीदने के लिए परियोजना नहीं पूरी कर पाए हैं, यह बहुत दरांd है! मुझे इन",0.0
3,18,". Answer the user's query in natural, colloquial Hinglish. You are a smart Hinglish AI. Think only in English, but respond in Hindi (Hinglish acceptable).

Arre yaar, Amazon ne fake Nike shoes deliver kar diye! 😭 Main return karna chahti thi, lekin woh log mana kar rahe hain. Ab main kya karoon? Mujhe toh bahut gussa aa raha hai! हे आप, यार, Amazon ke fake Nike kes आ गए! 😱 मैं इन्हें वापस लौटने की कोशिश कर रहा था, लेकिन वो लोग धोखा मचा रहे हैं। मुझे बहुत खेद है",0.0
3,20,". Answer the user's query in natural, colloquial Hinglish. You are a smart Hinglish AI. Think only in English, but respond in Hindi (Hinglish acceptable).

Arre yaar, Amazon ne fake Nike shoes deliver kar diye! 😭 Main return karna chahti thi, lekin woh log mana kar rahe hain. Ab main kya karoon? Mujhe toh bahut gussa aa raha hai! हाँ यार, Amazon ne fake Nike खेल आएं गए! मुझे लगाता है कि मैं उन्हें लौटाने की चाहती थी, लेकिन वे ही कर रहे हैं। यह बहुत डरावता है",0.0
3,24,". Answer the user's query in natural, colloquial Hinglish. You are a smart Hinglish AI. Think only in English, but respond in Hindi (Hinglish acceptable).

Arre yaar, Amazon ne fake Nike shoes deliver kar diye! 😭 Main return karna chahti thi, lekin woh log mana kar rahe hain. Ab main kya karoon? Mujhe toh bahut gussa aa raha hai! यार, हमारा Amazon ने झूठी नीकी की खरीदारी लायी है! मुझे इन्हें लौटने की आवश्यकता थी, लेकिन इन लोगों को फे contra करने में जा",0.0
3,28,". Answer the user's query in natural, colloquial Hinglish. You are a smart Hinglish AI. Think only in English, but respond in Hindi (Hinglish acceptable).

Arre yaar, Amazon ne fake Nike shoes deliver kar diye! 😭 Main return karna chahti thi, lekin woh log mana kar rahe hain. Ab main kya karoon? Mujhe toh bahut gussa aa raha hai! हालाम बड़े, Amazon ने झूठी नीकी कपोल सफर लाया हुआ है! मैं घर लौटने की नौजी था, लेकिन वे ही बाई कर रहे हैं! यह कोरोना ब",0.0
4,10,". Answer the user's query in natural, colloquial Hinglish. You are a smart Hinglish AI. Think only in English, but respond in Hindi (Hinglish acceptable).

Bhai, Amazon se maine Nike shoes order kiye the, lekin woh fake nikle! Return request daala, lekin unhone reject kar diya. Ab main kya karoon yaar? बँक, Amazon ka maine Nike kes shopping gaya tha, lekin fakta nahi hai ki ye fake Nike. Return request nahi lena, lekin ek kya karoke hui hai. Kya karoon kar dega?

ओह, मुझे समझ आया. आप अब Amazon को इस गलत नई निकले शॉप्स",0.0
4,12,". Answer the user's query in natural, colloquial Hinglish. You are a smart Hinglish AI. Think only in English, but respond in Hindi (Hinglish acceptable).

Bhai, Amazon se maine Nike shoes order kiye the, lekin woh fake nikle! Return request daala, lekin unhone reject kar diya. Ab main kya karoon yaar? हालां, भाई, Amazon par Nike shoe order ki, jo banti hai, लेकिन वे fake Nike hai! Return request karne ki, toh rej gaya hai, unhe rej reject kar diya hai. Main kya karoon hai? 

मता, मामले को समझाने में आप करी जा रहे हैं, अ",0.0
4,13,". Answer the user's query in natural, colloquial Hinglish. You are a smart Hinglish AI. Think only in English, but respond in Hindi (Hinglish acceptable).

Bhai, Amazon se maine Nike shoes order kiye the, lekin woh fake nikle! Return request daala, lekin unhone reject kar diya. Ab main kya karoon yaar? साहेल, आपने Amazon par Nike kes shoe order kiya tha, maar kya fake Nike hai? Return request aaye thi, maar ekhdoon reject kar di rahe the. Main kya karoon hai?

मजेदार, आपने Amazon par Nike खरीदने की तो कोशिश की थी, लेकिन यह एक कल Paas Nike",0.0
4,14,". Answer the user's query in natural, colloquial Hinglish. You are a smart Hinglish AI. Think only in English, but respond in Hindi (Hinglish acceptable).

Bhai, Amazon se maine Nike shoes order kiye the, lekin woh fake nikle! Return request daala, lekin unhone reject kar diya. Ab main kya karoon yaar? Aapki bhai, Amazon se Nike chappan ko order kar rahi thi, maar bhi ek fake Nikle hota thi. Return karne ki deta, but Amazon ki rej gaya thi, mujhe rehne wali hote hai. Main kya karna chahti hai?

Aap kaise hota hai? Amazon ki fake merchandise ke daaniye dene ke liye, ab toh return karein, lekin Amazon ki band khafa hai. Yaar, kya main",0.0
4,16,". Answer the user's query in natural, colloquial Hinglish. You are a smart Hinglish AI. Think only in English, but respond in Hindi (Hinglish acceptable).

Bhai, Amazon se maine Nike shoes order kiye the, lekin woh fake nikle! Return request daala, lekin unhone reject kar diya. Ab main kya karoon yaar? Alhamdulillah, bhai! आप ने Amazon पर Nike की खरीदी हैं, लेकिन इसे बेमोल निकला है, और Amazon ने आपको वापस देने का अनुरोध किया है, लेकिन उन्होंने अस्",0.0
4,18,". Answer the user's query in natural, colloquial Hinglish. You are a smart Hinglish AI. Think only in English, but respond in Hindi (Hinglish acceptable).

Bhai, Amazon se maine Nike shoes order kiye the, lekin woh fake nikle! Return request daala, lekin unhone reject kar diya. Ab main kya karoon yaar? Thoda fake nahi karenge, aapki Amazon planti hone kaise karenge? Bank kaise form fill kar sakte hain, apni issue hamein katha banti hain, lekin kya kab tak lein? Amazon se apne hote support karke help karenge, samit paas real Nike shoes aur se se dekhna chahta hai. आप इस समस्या से निपटने के लिए",0.0
4,20,". Answer the user's query in natural, colloquial Hinglish. You are a smart Hinglish AI. Think only in English, but respond in Hindi (Hinglish acceptable).

Bhai, Amazon se maine Nike shoes order kiye the, lekin woh fake nikle! Return request daala, lekin unhone reject kar diya. Ab main kya karoon yaar? Aaj Amazon se Nike shoe ka order tha, lekin fikle phansiri! Banti return request kar di, lekin banti rej gaya hai. Main kya karoon? आप कृप्स करने की तरकीب शुरू कर दें, चलो सही बातें खोजें. Amazon के एक सही प्रोसेस �",0.0
4,24,". Answer the user's query in natural, colloquial Hinglish. You are a smart Hinglish AI. Think only in English, but respond in Hindi (Hinglish acceptable).

Bhai, Amazon se maine Nike shoes order kiye the, lekin woh fake nikle! Return request daala, lekin unhone reject kar diya. Ab main kya karoon yaar? बफरी, आपने Amazon ki Nike shoe order banay sakte है, लेकिन वो फॉयक नहीं है, और return request banay sakte hua, लेकिन उन्होंने आपको इन पर बुरी चीज़ मत देनी चाहिए. आ",0.0
4,28,". Answer the user's query in natural, colloquial Hinglish. You are a smart Hinglish AI. Think only in English, but respond in Hindi (Hinglish acceptable).

Bhai, Amazon se maine Nike shoes order kiye the, lekin woh fake nikle! Return request daala, lekin unhone reject kar diya. Ab main kya karoon yaar? आपके द्वारा बताए गए तुम्हें एक Amazon की Nike किताबे खरीदने के बाद, इन लोलियों ने किया हुआ रूबर्टिंग है, और आपने उन्हें वापस",0.0
5,10,". Answer the user's query in natural, colloquial Hinglish. You are a smart Hinglish AI. Think only in English, but respond in Hindi (Hinglish acceptable).

Bhai, Amazon se Nike shoes order kiye the, lekin woh toh fake nikle! Return request bhi reject kar diya. Ab main kya karoon yaar? Thoda aisa nahi hota, bro, Amazon se Nikes shopping kaise nahi jana. लेकिन bandar bhi बुरी चीज़ों को नाकार नहीं करता. आपको इसकी असिस्टम को सुधरा करने की तरकीर पर क्या करना चाहि�",0.0
5,12,". Answer the user's query in natural, colloquial Hinglish. You are a smart Hinglish AI. Think only in English, but respond in Hindi (Hinglish acceptable).

Bhai, Amazon se Nike shoes order kiye the, lekin woh toh fake nikle! Return request bhi reject kar diya. Ab main kya karoon yaar? Thaas, bro, Amazon ke upaye Nike kes hi fake hai! Koi kya tak payenge return request, yeh rejeye rejeye khota hai. Main karna tha maine kya karna hai? 

Chalo, aap Amazon ke kimat kiya khota, आप गलत सामान पाया है. इस बारे में कोई नया प्ल",0.0
5,13,". Answer the user's query in natural, colloquial Hinglish. You are a smart Hinglish AI. Think only in English, but respond in Hindi (Hinglish acceptable).

Bhai, Amazon se Nike shoes order kiye the, lekin woh toh fake nikle! Return request bhi reject kar diya. Ab main kya karoon yaar? Thoda fake nahi karen chalega, bro! Amazon ke upayen se Nike kes mera pata nahi jo karke band hone ke liye. Recharge karne ki baat, Amazon par UCP (User Customer Preference) ki pehro gaya hai. Kya aap Amazon spice ki maine upayen ka ek bhi taiyaar nahi karen hai, aap kya plan kar sakte hai? Sambhal kar do, bhooonga! Amazon par ek khana tak karn nahi",0.0
5,14,". Answer the user's query in natural, colloquial Hinglish. You are a smart Hinglish AI. Think only in English, but respond in Hindi (Hinglish acceptable).

Bhai, Amazon se Nike shoes order kiye the, lekin woh toh fake nikle! Return request bhi reject kar diya. Ab main kya karoon yaar? बठा, हमारे आस पास की Amazon की नीजी खेतों में एक झूमर हो गया! लेकिन, वे इतिहास बताते हैं कि आपने ब्रेकअप करने का अनुरोध भी ��",0.0
5,16,". Answer the user's query in natural, colloquial Hinglish. You are a smart Hinglish AI. Think only in English, but respond in Hindi (Hinglish acceptable).

Bhai, Amazon se Nike shoes order kiye the, lekin woh toh fake nikle! Return request bhi reject kar diya. Ab main kya karoon yaar? Thoda jiska fake Nike karo, bhai! Amazon se kya banda hai? आपको return nahi accept kar diyā. Main apna kya karna hai? आप इसे Amazon se direct contact करने चालाہ. बस कंप्यूटर के बारे में सच्चा कोई गुम नहीं. अपने मामले",0.0
5,18,". Answer the user's query in natural, colloquial Hinglish. You are a smart Hinglish AI. Think only in English, but respond in Hindi (Hinglish acceptable).

Bhai, Amazon se Nike shoes order kiye the, lekin woh toh fake nikle! Return request bhi reject kar diya. Ab main kya karoon yaar? Thoda fau Amazon se Nike ke karnay lein, but woh fake hai! Koi aisa return nahi accept kar diye. Main kya karan hai? आप समझ रहे हैं कि Amazon ने आपकी नए Nike खिलौआ खरीदने के बजाय एक कुछ बदले लाया है, ल",0.0
5,20,". Answer the user's query in natural, colloquial Hinglish. You are a smart Hinglish AI. Think only in English, but respond in Hindi (Hinglish acceptable).

Bhai, Amazon se Nike shoes order kiye the, lekin woh toh fake nikle! Return request bhi reject kar diya. Ab main kya karoon yaar? Alhamdulillah, dost, Amazon se Nike shoe ki order kiye hua thi, lekin woh fakta hai ki fake Nike ko. Return request bhi khud se rejee kar diya. Main kya karoon hai? आज, yeh banti ke liye, maine Amazon se sher maine band khush rahe ho, apna rejee kaise bharera. आखिरी बार, मुझे इसकी स",0.0
5,24,". Answer the user's query in natural, colloquial Hinglish. You are a smart Hinglish AI. Think only in English, but respond in Hindi (Hinglish acceptable).

Bhai, Amazon se Nike shoes order kiye the, lekin woh toh fake nikle! Return request bhi reject kar diya. Ab main kya karoon yaar? Thoda lekin bhai, Amazon ki pheri se Nike shoes kaise order karni thi, achcha thi, kya fake niche hone? Rajne woh return request nahi accept kar diye. Main kya karoon hai?

Mein kya pata nahi hai, bhai. आप अपने Amazon account ke banti hone do, kya authentic Nike shoes kiye chahiye? यदि वे ठीस दिशें पर",0.0
5,28,". Answer the user's query in natural, colloquial Hinglish. You are a smart Hinglish AI. Think only in English, but respond in Hindi (Hinglish acceptable).

Bhai, Amazon se Nike shoes order kiye the, lekin woh toh fake nikle! Return request bhi reject kar diya. Ab main kya karoon yaar? Thoda sahi Hinglish hua, buddy! Amazon ke upayen Nike khet ke shoe banti hai, maar ab toh fake hai! Koi nahi deta hota, return request ko deta rejaya. Main kya karooon hai, yeh samjhaalna chahta hai?

Chalo, lekin kya aap Amazon ke paas aur Nike shoe ka check aur pachet kaise check karnा? Samjhaye ki genuine pe ho, jaise return request ke pat h",0.0
6,10,". Answer the user's query in natural, colloquial Hinglish. You are a smart Hinglish AI. Think only in English, but respond in Hindi (Hinglish acceptable).

OMG! Meri flight cancel ho gayi hai aur woh log sirf voucher de rahe hain, cash nahi! Mujhe kya karna chahiye? I need help, yaar! डाte बढ़ो हुए हैं ये फ्लाइट, पहले से पहले कोई बटर नहीं! तो, आप को इसको कैसे फ्लाइट वाइच लेने के लिए मदद चाहि",0.0
6,12,". Answer the user's query in natural, colloquial Hinglish. You are a smart Hinglish AI. Think only in English, but respond in Hindi (Hinglish acceptable).

OMG! Meri flight cancel ho gayi hai aur woh log sirf voucher de rahe hain, cash nahi! Mujhe kya karna chahiye? I need help, yaar! बठाह है बठाह! आपका फ्लाइट रद्द हो गया है और लोग सिर्फ वोचचार ही रह रहे हैं, हमें काम करने की तरकीब क्या? मिला तो हे",0.0
6,13,". Answer the user's query in natural, colloquial Hinglish. You are a smart Hinglish AI. Think only in English, but respond in Hindi (Hinglish acceptable).

OMG! Meri flight cancel ho gayi hai aur woh log sirf voucher de rahe hain, cash nahi! Mujhe kya karna chahiye? I need help, yaar! Wow, यह बहुत बुरा खलanderi चेंज है तो! आप का लाभ ही वोचच है, अच्छा! चलो गाइड करते हैं, तो आप इन चीज़ों से बचने की तरीकों पर जान",0.0
6,14,". Answer the user's query in natural, colloquial Hinglish. You are a smart Hinglish AI. Think only in English, but respond in Hindi (Hinglish acceptable).

OMG! Meri flight cancel ho gayi hai aur woh log sirf voucher de rahe hain, cash nahi! Mujhe kya karna chahiye? I need help, yaar! बठा बठा! आपकी एयरलियर को रद्द कर रहा है और लोग बस वोच दे रहे हैं, घड़ी नहीं! मुझे इसमें मदद चाहिए, यार! तुम सम�",0.0
